1位	  3,305,080pt
2位	  2,640,555pt
3位	  2,227,559pt
9位	  957,255pt
10位	  793,840pt
11位	  717,958pt
19位	  500,139pt
20位	  486,145pt
21位	  460,400pt
29位	  420,070pt
30位	  413,765pt
149位	  134,227pt
150位	  134,075pt
499位	  47,180pt
500位	  46,927pt
990位	  23,730pt
999位	  23,497pt
1000位	  23,495pt
1990位	  12,100pt
1990位	  12,100pt
1999位	  12,065pt
2000位	  12,060pt
2999位	  8,120pt
2999位	  8,120pt
2021/01/14 20:53	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  
