1位	  3,305,080pt
2位	  2,645,595pt
3位	  2,252,084pt
9位	  957,255pt
10位	  848,840pt
11位	  848,286pt
19位	  526,475pt
20位	  511,525pt
21位	  500,139pt
29位	  435,290pt
30位	  423,625pt
149位	  139,490pt
150位	  138,865pt
499位	  49,180pt
500位	  49,160pt
999位	  24,186pt
1000位	  24,185pt
1990位	  12,475pt
1990位	  12,475pt
1999位	  12,452pt
2000位	  12,450pt
3000位	  8,440pt
5000位	4600pt(同順位補正)
8000位	null(同順位補正)
2021/01/14 21:02	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  
