1位	  1,734,125pt
2位	  1,151,018pt
3位	  815,596pt
9位	  451,865pt
10位	  436,140pt
11位	  435,290pt
19位	  317,506pt
20位	  313,675pt
21位	  285,873pt
29位	  238,839pt
30位	  231,551pt
149位	  76,125pt
150位	  75,914pt
499位	  26,410pt
500位	  26,340pt
990位	  13,320pt
999位	  13,240pt
999位	  13,240pt
2999位	  4,230pt
2999位	  4,230pt
2021/01/14 18:55	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  
