1位	  3,308,280pt
2位	  2,666,435pt
3位	  2,270,660pt
9位	  1,007,886pt
10位	  957,255pt
11位	  911,560pt
19位	  526,475pt
20位	  519,450pt
21位	  500,139pt
29位	  443,300pt
30位	  435,290pt
149位	  143,714pt
150位	  142,275pt
499位	  51,348pt
500位	  51,275pt
989位	  25,330pt
999位	  25,188pt
1000位	  25,159pt
1990位	  13,040pt
1999位	  12,985pt
2000位	  12,980pt
2990位	  8,820pt
2999位	  8,795pt
2999位	  8,795pt
3000位	8795pt(同順位補正)
4980位	  4,840pt
5000位	  4,820pt
8000位	null(同順位補正)
2021/01/14 21:11	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  
