1位	  3,305,080pt
2位	  2,645,595pt
3位	  2,252,084pt
9位	  957,255pt
10位	  846,516pt
11位	  731,000pt
19位	  526,475pt
20位	  507,985pt
21位	  500,139pt
29位	  435,290pt
30位	  423,625pt
149位	  136,710pt
150位	  136,665pt
499位	  48,395pt
500位	  48,387pt
999位	  24,090pt
1000位	  24,086pt
1999位	  12,285pt
2000位	  12,280pt
3000位	8320pt(同順位補正)
4999位	  4,510pt
4999位	  4,510pt
5000位	4510pt(同順位補正)
8000位	null(同順位補正)
2021/01/14 20:59	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  
