1位	  11,123,535pt
2位	  6,510,595pt
3位	  6,135,515pt
9位	  3,174,165pt
10位	  3,065,930pt
11位	  2,994,165pt
19位	  1,989,207pt
20位	  1,973,440pt
21位	  1,880,080pt
29位	  1,431,165pt
30位	  1,383,930pt
149位	  479,067pt
150位	  478,565pt
499位	  168,095pt
500位	  167,990pt
999位	  92,642pt
1000位	  92,555pt
1999位	  54,647pt
2000位	  54,540pt
2999位	  39,395pt
3000位	  39,390pt
5000位	  24,450pt
8000位	12090pt(同順位補正)
2021/06/09 20:21	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  		ISO8601:2021-06-09T20:21:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
