1位	  982,535,192pt
2位	  960,068,503pt
3位	  801,357,564pt
9位	  554,574,043pt
10位	  512,862,451pt
11位	  479,798,833pt
19位	  238,688,472pt
20位	  227,717,538pt
99位	  76,460,869pt
100位	  75,645,249pt
499位	  19,692,761pt
500位	  19,661,937pt
999位	  10,650,124pt
1000位	  10,646,096pt
1999位	  4,169,012pt
2000位	  4,166,796pt
2999位	  1,911,264pt
3000位	  1,909,676pt
4999位	  789,630pt
5000位	  789,491pt
10000位	  90,956pt
2021/04/27 15:11	興行成績 :  		ISO8601:2021-04-27T15:11:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
