1位	  730,930,750pt
2位	  616,463,833pt
3位	  606,796,621pt
9位	  419,792,689pt
10位	  409,953,800pt
11位	  409,923,760pt
19位	  207,567,806pt
20位	  207,351,149pt
99位	  52,786,102pt
100位	  52,619,010pt
499位	  12,647,308pt
500位	  12,641,529pt
999位	  5,892,912pt
1000位	  5,892,262pt
1999位	  1,843,510pt
2000位	  1,841,963pt
2999位	  847,610pt
3000位	  847,500pt
4999位	  560,381pt
5000位	  560,289pt
10000位	48000pt(同順位補正)
2021/04/26 22:08	興行成績 :  		ISO8601:2021-04-26T22:08:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
