1位	  1,334,776,760pt
2位	  1,165,599,180pt
3位	  1,123,128,320pt
9位	  522,064,630pt
10位	  498,049,290pt
11位	  456,065,320pt
19位	  150,317,090pt
20位	  146,337,560pt
99位	  62,483,890pt
100位	  61,622,300pt
499位	  18,659,340pt
500位	  18,658,080pt
999位	  11,563,040pt
1000位	  11,562,570pt
1999位	  6,572,020pt
2000位	  6,570,320pt
2999位	  4,517,020pt
3000位	  4,516,460pt
4999位	  2,255,170pt
5000位	  2,254,640pt
9999位	  453,570pt
10000位	  453,230pt
2021/08/05 16:49	ﾛｳﾘｭｳﾎﾟｲﾝﾄ :  		ISO8601:2021-08-05T16:49:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
