1位	  37,241,870pt
2位	  33,540,110pt
3位	  29,621,340pt
9位	  15,716,030pt
10位	  14,046,490pt
11位	  13,948,240pt
19位	  11,090,520pt
20位	  10,911,270pt
99位	  4,361,340pt
100位	  4,290,780pt
499位	  960,240pt
500位	  959,130pt
999位	  332,610pt
1000位	  331,960pt
1999位	  131,670pt
2000位	  131,540pt
2999位	  59,020pt
3000位	  58,910pt
4999位	  5,620pt
5000位	  5,500pt
10000位	null(同順位補正)
2021/07/31 19:17	ﾛｳﾘｭｳﾎﾟｲﾝﾄ :  		ISO8601:2021-07-31T19:17:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
