1位	  562,735,129pt
2位	  321,181,907pt
3位	  309,463,358pt
9位	  214,755,498pt
10位	  214,018,296pt
11位	  199,807,230pt
19位	  144,266,277pt
20位	  142,648,467pt
99位	  54,119,548pt
100位	  53,284,019pt
499位	  8,940,603pt
500位	  8,920,842pt
999位	  3,182,626pt
1000位	  3,169,611pt
1999位	  774,634pt
2000位	  774,295pt
2999位	  574,894pt
3000位	  574,729pt
4999位	  150,078pt
5000位	  150,063pt
10000位	26500pt(同順位補正)
2021/07/15 00:00	興行成績 :  		ISO8601:2021-07-15T00:00:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
