1位	  1,396,218,750pt
2位	  1,195,770,830pt
3位	  1,059,078,130pt
9位	  551,833,070pt
10位	  550,562,710pt
11位	  430,823,580pt
19位	  266,973,910pt
20位	  248,744,360pt
99位	  100,796,230pt
100位	  100,387,470pt
499位	  31,613,770pt
500位	  31,585,450pt
999位	  17,594,180pt
1000位	  17,567,080pt
1999位	  8,096,380pt
2000位	  8,089,160pt
2999位	  4,448,570pt
3000位	  4,446,590pt
4999位	  1,401,240pt
5000位	  1,401,200pt
9999位	  80,880pt
10000位	  80,870pt
2021/07/09 17:15	Star Festivalﾎﾟｲﾝﾄ :  		ISO8601:2021-07-09T17:15:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
