1位	  85,842,000pt
2位	  64,236,860pt
3位	  64,044,740pt
9位	  53,187,760pt
10位	  52,505,420pt
11位	  51,901,310pt
19位	  42,416,630pt
20位	  41,097,790pt
99位	  17,225,800pt
100位	  17,224,270pt
499位	  3,448,360pt
500位	  3,445,650pt
999位	  628,380pt
1000位	  626,900pt
1990位	  116,560pt
1990位	  116,560pt
2000位	116120pt(同順位補正)
3000位	8360pt(同順位補正)
5000位	null(同順位補正)
10000位	null(同順位補正)
2021/07/08 18:15	Star Festivalﾎﾟｲﾝﾄ :  		ISO8601:2021-07-08T18:15:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
