1位	  2,009,170pt
2位	  1,019,910pt
3位	  939,065pt
9位	  527,740pt
10位	  503,821pt
11位	  449,117pt
19位	  297,113pt
20位	  296,075pt
21位	  273,431pt
29位	  176,352pt
30位	  165,366pt
149位	  49,615pt
150位	  49,487pt
499位	  16,780pt
500位	  16,766pt
999位	  9,365pt
1000位	  9,340pt
2000位	5080pt(同順位補正)
3000位	2740pt(同順位補正)
5000位	null(同順位補正)
8000位	null(同順位補正)
2021/05/17 18:34	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  		ISO8601:2021-05-17T18:34:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
