1位	  7,600,504,350pt
2位	  6,526,014,550pt
3位	  5,325,080,950pt
10位	  2,815,216,250pt
11位	  2,562,015,730pt
20位	  915,254,930pt
100位	  490,922,810pt
500位	  121,107,990pt
1000位	  69,778,170pt
2000位	  35,088,590pt
3000位	  23,109,230pt
5000位	  11,635,160pt
10000位	  1,631,230pt
2021/01/13 23:48	Hotel Utmostﾎﾟｲﾝﾄ :  
