1位	  7,600,504,350pt
2位	  6,526,014,550pt
3位	  5,382,615,090pt
10位	  2,815,216,250pt
11位	  2,614,213,420pt
20位	  931,726,480pt
100位	  504,164,620pt
500位	  123,571,250pt
1000位	  71,405,010pt
2000位	  36,182,870pt
3000位	  23,926,990pt
5000位	  12,143,350pt
10000位	  1,739,790pt
2021/01/14 00:43	Hotel Utmostﾎﾟｲﾝﾄ :  
