1位	  6,312,090,460pt
2位	  5,838,633,030pt
3位	  4,697,792,540pt



10位	  2,434,328,610pt
11位	  2,053,685,680pt




20位	  741,149,810pt





100位	  337,095,920pt





500位	  91,418,320pt





1000位	  51,581,280pt





2000位	  26,430,250pt





3000位	  17,492,800pt





5000位	  8,831,220pt





10000位	  1,086,480pt
2021/1/12(火)22:30	Hotel Utmostﾎﾟｲﾝﾄ :  
