1位	  7,600,498,260pt
2位	  6,526,014,550pt
3位	  5,198,164,630pt
10位	  2,804,000,790pt
11位	  2,469,259,000pt
20位	  878,460,770pt
100位	  448,518,020pt
500位	  113,666,540pt
1000位	  64,825,480pt
2000位	  33,448,080pt
3000位	  21,828,800pt
5000位	  11,138,530pt
10000位	  1,518,860pt
2021/01/13 22:03	Hotel Utmostﾎﾟｲﾝﾄ :  
