1位	  7,600,504,350pt
2位	  6,526,014,550pt
3位	  5,320,408,910pt
10位	  2,815,216,250pt
11位	  2,558,020,850pt
20位	  907,421,730pt
100位	  489,856,890pt
500位	  120,120,650pt
1000位	  69,543,790pt
2000位	  34,941,510pt
3000位	  23,043,370pt
5000位	  11,608,600pt
10000位	  1,626,720pt
2021/01/13 23:43	Hotel Utmostﾎﾟｲﾝﾄ :  
