1位	  7,600,560,400pt
2位	  6,526,014,550pt
3位	  5,721,927,130pt
9位	  3,528,757,830pt
10位	  3,382,972,110pt
11位	  3,044,409,900pt
19位	  1,006,695,840pt
20位	  985,384,190pt
99位	  660,136,900pt
100位	  660,064,580pt
499位	  140,525,200pt
500位	  140,342,860pt
999位	  97,187,350pt
1000位	  97,125,460pt
1999位	  42,756,900pt
2000位	  42,663,790pt
2999位	  28,854,810pt
3000位	  28,844,850pt
4999位	  15,449,790pt
5000位	  15,448,030pt
9999位	  2,309,960pt
10000位	  2,308,540pt
2021/01/14 23:06	Hotel Utmostﾎﾟｲﾝﾄ :  		ISO8601:2021-01-14T23:06:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
