1位	  6,312,568,400pt
2位	  5,840,196,470pt
3位	  4,699,043,060pt



10位	  2,435,117,450pt
11位	  2,053,685,680pt




20位	  741,149,810pt





100位	  337,095,920pt





500位	  91,520,460pt





1000位	  51,633,180pt





2000位	  26,430,250pt





3000位	  17,496,130pt





5000位	  8,831,220pt





10000位	  1,088,460pt
2021/1/12(火)22:32	Hotel Utmostﾎﾟｲﾝﾄ :  
