1位	  7,202,557,600pt
2位	  6,515,236,690pt
3位	  5,074,407,890pt
10位	  2,472,748,750pt
11位	  2,112,571,560pt
20位	  816,022,460pt
100位	  383,801,060pt
500位	  100,655,240pt
1000位	  57,442,180pt
2000位	  29,688,360pt
3000位	  19,823,100pt
5000位	  10,010,300pt
10000位	  1,324,580pt
01/13 12:15	Hotel Utmostﾎﾟｲﾝﾄ :  
