1位	  7,600,498,260pt
2位	  6,526,014,550pt
3位	  5,240,038,190pt
10位	  2,814,663,260pt
11位	  2,503,510,600pt
20位	  883,089,680pt
100位	  468,758,770pt
500位	  116,731,230pt
1000位	  65,875,450pt
2000位	  33,979,400pt
3000位	  22,390,570pt
5000位	  11,351,140pt
10000位	  1,568,630pt
2021/01/13 22:52	Hotel Utmostﾎﾟｲﾝﾄ :  
