1位	  7,600,560,400pt
2位	  6,526,014,550pt
3位	  5,721,927,130pt
10位	  3,381,721,610pt
11位	  3,044,409,900pt
20位	  985,384,190pt
100位	  657,135,390pt
500位	  140,270,520pt
1000位	  96,419,330pt
2000位	  42,574,510pt
3000位	  28,768,660pt
5000位	  15,393,020pt
10000位	  2,295,920pt
2021/01/14 12:58	Hotel Utmostﾎﾟｲﾝﾄ :  
