1位	  6,310,269,360pt
2位	  5,834,160,230pt
3位	  4,694,389,500pt
10位	  2,433,556,030pt
11位	  2,053,685,680pt
20位	  741,149,810pt
100位	  337,095,920pt
500位	  91,166,890pt
1000位	  51,527,800pt
2000位	  26,430,250pt
3000位	  17,480,380pt
5000位	  8,823,950pt
10000位	  1,080,240pt
2021/1/12(火)22:28	Hotel Utmostﾎﾟｲﾝﾄ :  
