1位	  474,860pt
2位	  428,903pt
3位	  366,320pt
9位	  189,601pt
10位	  189,334pt
11位	  186,952pt
19位	  116,299pt
20位	  116,240pt
21位	  113,896pt
29位	  97,465pt
30位	  97,415pt
149位	  27,959pt
150位	  27,955pt
499位	  11,980pt
499位	  11,980pt
500位	11980pt(同順位補正)
999位	  7,020pt
999位	  7,020pt
1000位	7020pt(同順位補正)
1989位	  3,330pt
1989位	  3,330pt
1989位	  3,330pt
1989位	  3,330pt
2000位	  3,290pt
2000位	  3,290pt
3000位	450pt(同順位補正)
5000位	null(同順位補正)
8000位	null(同順位補正)
2021/01/31 17:38	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  		ISO8601:2021-01-31T17:38:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
