1位	  739,685,590pt
2位	  723,498,470pt
3位	  540,684,550pt
9位	  237,736,750pt
10位	  206,691,730pt
11位	  203,200,900pt
19位	  158,284,830pt
20位	  154,164,340pt
99位	  74,744,560pt
100位	  74,041,230pt
499位	  21,732,370pt
500位	  21,720,400pt
999位	  11,619,620pt
1000位	  11,586,480pt
1999位	  5,096,700pt
2000位	  5,087,830pt
2999位	  2,574,790pt
3000位	  2,573,500pt
4999位	  767,990pt
5000位	  767,500pt
10000位	  63,810pt
2021/03/19 11:04	BEAT OUTﾎﾟｲﾝﾄ :  		ISO8601:2021-03-19T11:04:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
