1位	  1,141,380pt
2位	  963,590pt
3位	  920,876pt
9位	  443,540pt
10位	  429,784pt
11位	  421,875pt
19位	  337,840pt
20位	  326,220pt
21位	  317,752pt
29位	  273,996pt
30位	  265,238pt
149位	  105,858pt
150位	  105,790pt
499位	  44,101pt
500位	  44,053pt
1000位	  22,395pt
2000位	  12,230pt
2989位	  8,625pt
3000位	8610pt(同順位補正)
5000位	4830pt(同順位補正)
8000位	null(同順位補正)
2021/08/15 20:52	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  		ISO8601:2021-08-15T20:52:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
