1位	  236,221,780pt
2位	  215,530,810pt
3位	  211,146,410pt
9位	  140,743,530pt
10位	  139,588,120pt
11位	  137,471,340pt
19位	  96,348,980pt
20位	  94,032,960pt
99位	  43,360,780pt
100位	  43,315,980pt
499位	  12,412,600pt
500位	  12,404,540pt
999位	  5,039,180pt
1000位	  5,032,700pt
1999位	  984,460pt
2000位	  983,600pt
2999位	  303,460pt
3000位	  302,620pt
5000位	33110pt(同順位補正)
10000位	null(同順位補正)
2021/04/16 20:25	海のｷﾞｬﾝｸﾞﾎﾟｲﾝﾄ :  		ISO8601:2021-04-16T20:25:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
