1位	  47,277,380pt
2位	  44,658,260pt
3位	  41,907,340pt
9位	  21,606,910pt
10位	  20,115,410pt
11位	  20,099,620pt
19位	  16,244,130pt
20位	  16,040,580pt
99位	  5,191,840pt
100位	  5,190,860pt
499位	  1,606,930pt
500位	  1,605,470pt
999位	  694,750pt
1000位	  694,080pt
1999位	  244,080pt
2000位	  244,050pt
3000位	153820pt(同順位補正)
4999位	  47,670pt
5000位	  47,620pt
10000位	null(同順位補正)
2021/04/30 21:04	Mﾌｪｽ2021ﾎﾟｲﾝﾄ :  		ISO8601:2021-04-30T21:04:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
