1位	  30,837,530pt
2位	  23,892,250pt
3位	  20,669,800pt
9位	  9,681,330pt
10位	  8,258,190pt
11位	  6,949,280pt
19位	  5,063,290pt
20位	  4,944,050pt
99位	  2,319,430pt
100位	  2,312,150pt
500位	  371,310pt
999位	  176,690pt
1000位	  176,640pt
1989位	  53,230pt
1999位	  52,210pt
2000位	  52,110pt
3000位	17670pt(同順位補正)
5000位	50pt(同順位補正)
10000位	null(同順位補正)
2021/04/30 18:17	Mﾌｪｽ2021ﾎﾟｲﾝﾄ :  		ISO8601:2021-04-30T18:17:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
