1位	  2,701,446,200pt
2位	  2,110,945,475pt
3位	  1,836,237,500pt
9位	  1,234,984,000pt
10位	  1,225,575,500pt
11位	  1,189,434,500pt
19位	  781,815,575pt
20位	  766,733,000pt
99位	  366,306,700pt
100位	  359,840,000pt
499位	  160,890,200pt
500位	  160,876,550pt
999位	  109,177,500pt
1000位	  109,136,175pt
1999位	  50,429,150pt
2000位	  50,426,500pt
2999位	  34,563,850pt
3000位	  34,560,100pt
4999位	  21,840,000pt
5000位	  21,830,300pt
9999位	  4,729,700pt
10000位	  4,729,075pt
2021/06/28 21:00	薙刀演舞祭ﾎﾟｲﾝﾄ :  		ISO8601:2021-06-28T21:00:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
