1位	  3,861,270pt
2位	  2,217,815pt
3位	  1,754,970pt
9位	  1,042,963pt
10位	  1,028,301pt
11位	  990,694pt
19位	  712,672pt
20位	  665,330pt
21位	  659,950pt
29位	  533,140pt
30位	  522,302pt
149位	  136,271pt
150位	  135,118pt
499位	  40,265pt
500位	  40,227pt
999位	  19,424pt
1000位	  19,420pt
1990位	  9,650pt
1990位	  9,650pt
2000位	  9,610pt
3000位	6440pt(同順位補正)
5000位	2370pt(同順位補正)
8000位	null(同順位補正)
2021/07/23 19:26	ｱﾋﾟｰﾙﾎﾟｲﾝﾄ :  		ISO8601:2021-07-23T19:26:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
