1位	  27,801,600pt
2位	  25,649,080pt
3位	  25,352,400pt
9位	  20,641,240pt
10位	  18,978,270pt
11位	  18,570,100pt
19位	  15,638,310pt
20位	  15,102,320pt
99位	  7,237,210pt
100位	  7,232,240pt
499位	  647,500pt
500位	  647,410pt
999位	  123,250pt
999位	  123,250pt
1000位	123250pt(同順位補正)
2000位	1100pt(同順位補正)
3000位	null(同順位補正)
5000位	null(同順位補正)
10000位	null(同順位補正)
2021/01/22 17:31	BECOME A NEW MAN!ﾎﾟｲﾝﾄ :  		ISO8601:2021-01-22T17:31:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
