1位	  221,737,830pt
2位	  153,958,720pt
3位	  140,301,680pt
9位	  120,918,780pt
10位	  111,439,430pt
11位	  98,435,400pt
19位	  72,850,630pt
20位	  71,817,560pt
99位	  34,296,970pt
100位	  33,948,030pt
499位	  9,834,960pt
500位	  9,820,580pt
999位	  3,575,350pt
1000位	  3,563,340pt
1999位	  543,140pt
2000位	  540,160pt
2999位	  159,460pt
3000位	  159,240pt
5000位	1320pt(同順位補正)
10000位	null(同順位補正)
2021/01/22 19:35	BECOME A NEW MAN!ﾎﾟｲﾝﾄ :  		ISO8601:2021-01-22T19:35:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
