1位	  528,557,544pt
2位	  464,962,338pt
3位	  336,895,186pt
9位	  186,307,248pt
10位	  181,709,929pt
11位	  180,567,589pt
19位	  101,248,677pt
20位	  96,340,267pt
99位	  24,189,379pt
100位	  24,041,446pt
499位	  3,149,283pt
500位	  3,140,946pt
999位	  825,560pt
1000位	  825,287pt
1999位	  536,961pt
2000位	  536,915pt
2999位	  190,775pt
3000位	  190,577pt
4999位	  99,571pt
5000位	  99,554pt
10000位	null(同順位補正)
2021/02/28 23:11	興行成績 :  		ISO8601:2021-02-28T23:11:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
