1位	  577,176,678pt
2位	  534,960,577pt
3位	  353,068,757pt
9位	  197,003,256pt
10位	  186,307,248pt
11位	  183,932,443pt
19位	  108,290,932pt
20位	  106,351,225pt
99位	  27,517,792pt
100位	  27,387,353pt
499位	  3,492,725pt
500位	  3,480,295pt
999位	  1,000,485pt
1000位	  997,868pt
1999位	  583,458pt
2000位	  583,063pt
2999位	  398,738pt
3000位	  398,383pt
4999位	  120,897pt
5000位	  120,855pt
10000位	  12,300pt
2021/03/01 00:08	興行成績 :  		ISO8601:2021-03-01T00:08:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
