1位	  126,799,747pt
2位	  117,922,933pt
3位	  84,500,871pt
9位	  48,440,636pt
10位	  48,292,033pt
11位	  47,832,401pt
19位	  31,311,935pt
20位	  31,186,570pt
99位	  8,847,151pt
100位	  8,775,827pt
499位	  677,605pt
500位	  675,407pt
999位	  344,417pt
1000位	  341,764pt
2000位	60000pt(同順位補正)
3000位	35500pt(同順位補正)
5000位	16000pt(同順位補正)
10000位	null(同順位補正)
2021/02/28 18:51	興行成績 :  		ISO8601:2021-02-28T18:51:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
