1位	  252,544,405pt
2位	  192,888,598pt
3位	  192,056,473pt
9位	  106,827,410pt
10位	  98,306,221pt
11位	  75,208,571pt
19位	  59,692,038pt
20位	  58,167,207pt
99位	  18,853,467pt
100位	  18,787,466pt
499位	  1,906,125pt
500位	  1,885,124pt
999位	  579,721pt
1000位	  578,493pt
1999位	  92,405pt
2000位	  92,397pt
2999位	  42,500pt
2999位	  42,500pt
3000位	42500pt(同順位補正)
5000位	16000pt(同順位補正)
10000位	null(同順位補正)
2021/08/24 19:16	興行成績 :  		ISO8601:2021-08-24T19:16:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
