1位	  160,232,340pt
2位	  129,843,750pt
3位	  70,624,530pt
9位	  31,630,100pt
10位	  30,305,710pt
11位	  26,072,390pt
19位	  20,482,530pt
20位	  19,475,670pt
99位	  7,307,430pt
100位	  7,278,860pt
499位	  2,408,860pt
500位	  2,407,510pt
999位	  1,490,500pt
1000位	  1,489,800pt
1999位	  680,840pt
2000位	  680,500pt
2999位	  389,320pt
3000位	  389,160pt
4999位	  206,740pt
5000位	  206,720pt
10000位	  20,210pt
2021/04/01 09:01	お花見ﾎﾟｲﾝﾄ :  		ISO8601:2021-04-01T09:01:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
