1位	  161,448,460pt
2位	  147,398,710pt
3位	  72,435,670pt
9位	  31,630,100pt
10位	  30,305,710pt
11位	  27,128,420pt
19位	  20,612,720pt
20位	  20,514,570pt
99位	  7,307,430pt
100位	  7,278,860pt
499位	  2,488,690pt
500位	  2,484,110pt
999位	  1,527,280pt
1000位	  1,524,940pt
1999位	  729,900pt
2000位	  729,200pt
2999位	  414,780pt
3000位	  414,700pt
4999位	  220,050pt
5000位	  220,010pt
9999位	  26,440pt
10000位	  26,390pt
2021/04/01 10:35	お花見ﾎﾟｲﾝﾄ :  		ISO8601:2021-04-01T10:35:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
