1位	  67,030,640pt
2位	  61,716,530pt
3位	  45,128,720pt
9位	  22,709,420pt
10位	  20,916,020pt
11位	  20,758,100pt
19位	  14,083,810pt
20位	  14,006,610pt
99位	  5,194,830pt
100位	  5,121,760pt
499位	  1,480,030pt
500位	  1,479,550pt
999位	  627,660pt
1000位	  627,190pt
1999位	  258,500pt
2000位	  258,280pt
2999位	  164,400pt
3000位	  164,370pt
4999位	  57,680pt
5000位	  57,600pt
10000位	null(同順位補正)
2021/03/31 22:20	お花見ﾎﾟｲﾝﾄ :  		ISO8601:2021-03-31T22:20:00+09:00(TIMEZONE:Japan,Asia/Tokyo)
